feature,importance
cpi_inflation_yoy_pct,0.33520382218132355
mortgage_rate_lag2,0.23477386297306513
unemployment_rate_pct,0.18373027128901456
beta,0.13883917492583714
btm,0.06927140782617257
log_market_equity,0.03818146080458709
