variable,vif
mortgage_rate_lag2,11.06617723065307
unemployment_rate_pct,8.213585166473635
cpi_inflation_yoy_pct,3.3772645606245124
beta,3.6480590582522336
btm,1.9340503973964935
log_market_equity,12.651786157801835
