Entity,Time,mortgage_rate_30y_pct,housing_permits_saar,unemployment_rate_pct,cpi_index,economic_policy_uncertainty_index,employment_population_ratio_pct,mortgage_rate_lag1,mortgage_rate_lag2,mortgage_rate_lag3,unemployment_rate_diff_12m,permits_growth_yoy_pct,cpi_inflation_yoy_pct
REIT,2005-05-01,5.72,2085.0,5.1,193.6,73.0741935483871,62.8,5.855,5.928,5.6275,-0.5,-3.023255813953485,2.869287991498415
REIT,2005-06-01,5.582,2178.0,5.0,193.7,59.68933333333334,62.7,5.72,5.855,5.928,-0.5999999999999996,7.821782178217829,2.541026998411855
REIT,2005-07-01,5.695,2203.0,5.0,194.9,50.884838709677425,62.8,5.582,5.72,5.855,-0.5,4.3087121212121104,3.067160232681121
REIT,2005-08-01,5.82,2219.0,4.9,196.1,56.08838709677419,62.9,5.695,5.582,5.72,-0.5,7.928015564202329,3.6469344608879517
REIT,2005-09-01,5.774,2263.0,5.0,198.8,85.24833333333332,62.8,5.82,5.695,5.582,-0.40000000000000036,10.877021068103865,4.741833508956805
REIT,2005-10-01,6.065,2170.0,5.0,199.1,62.99677419354839,62.8,5.774,5.82,5.695,-0.5,3.481163567000478,4.350104821802936
REIT,2005-11-01,6.33,2218.0,5.0,198.1,48.773,62.7,6.065,5.774,5.82,-0.40000000000000036,6.685906685906695,3.3385498174230532
REIT,2005-12-01,6.272,2120.0,4.9,198.1,60.027419354838706,62.8,6.33,6.065,5.774,-0.5,1.8251681075888593,3.3385498174230532
REIT,2006-01-01,6.145,2212.0,4.7,199.3,63.64354838709678,62.9,6.272,6.33,6.065,-0.5999999999999996,3.412809724170174,4.018789144050117
REIT,2006-02-01,6.2525,2141.0,4.8,199.4,59.09428571428571,63.0,6.145,6.272,6.33,-0.6000000000000005,1.2771996215704906,3.63825363825363
