permno,ticker,comnam,rtype,ptype,psub,date,caldt,ym,usdret,usdprc,market_equity,assets,sales,net_income,book_equity,debt_at,cash_at,ocf_at,roe,btm,beta,Month,mortgage_rate_30y_pct,housing_permits_saar,unemployment_rate_pct,cpi_index,economic_policy_uncertainty_index,employment_population_ratio_pct,mortgage_rate_lag1,mortgage_rate_lag2,mortgage_rate_lag3,unemployment_rate_diff_12m,permits_growth_yoy_pct,cpi_inflation_yoy_pct,usdret_winsor
10952,UNII,UNI INVEST U S LTD,2,9,17,2004-08-31,2004-08-31,2004m8,0.1136,13.55,222.9788,388.691,32.497,-19.809,149.492,0.5225385,0.026476044,-0.005925015,-0.141258898562997,0.67043147811751,-0.230150731097386,2004-08-01,5.8675,2056.0,5.4,189.2,70.37935483870967,62.4,6.056,6.2875,6.27,-0.6999999999999993,4.577822990844349,2.5474254742547275,0.1136
10952,UNII,UNI INVEST U S LTD,2,9,17,2004-09-30,2004-09-30,2004m9,0.0295,13.95,229.5612,388.691,32.497,-19.809,149.492,0.5225385,0.026476044,-0.005925015,-0.141258898562997,0.651207618603612,-0.224306308314152,2004-09-01,5.754,2041.0,5.4,189.8,75.086,62.3,5.8675,6.056,6.2875,-0.6999999999999993,4.079551249362567,2.539168017287952,0.0295
10952,UNII,UNI INVEST U S LTD,2,9,17,2004-10-29,2004-10-29,2004m10,-0.0301,13.53,222.64967,414.546,39.026,-17.866,148.494,0.5404684,0.024489442,0.0060258694,-0.141258898562997,0.666940139766262,-0.234876059882423,2004-10-01,5.7225,2097.0,5.5,190.8,102.4748387096774,62.3,5.754,5.8675,6.056,-0.5,4.224652087475156,3.1909140075716547,-0.0301
10952,UNII,UNI INVEST U S LTD,2,9,17,2004-11-30,2004-11-30,2004m11,0.0218,13.6,223.8016,414.546,39.026,-17.866,148.494,0.5404684,0.024489442,0.0060258694,-0.141258898562997,0.663507307628407,-0.267417534935634,2004-11-01,5.73,2079.0,5.4,191.7,72.18733333333333,62.5,5.7225,5.754,5.8675,-0.3999999999999994,8.394160583941602,3.621621621621607,0.0218
10952,UNII,UNI INVEST U S LTD,2,9,17,2004-12-31,2004-12-31,2004m12,0.0515,14.3,235.3208,414.546,39.026,-17.866,148.494,0.5404684,0.024489442,0.0060258694,-0.141258898562997,0.631027963750272,-0.34444149770559,2004-12-01,5.752,2082.0,5.4,191.7,40.12580645161291,62.4,5.73,5.7225,5.754,-0.2999999999999998,4.781077000503275,3.3423180592991875,0.0515
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-01-31,2005-01-31,2005m1,-0.0343,13.81,227.25737,422.917,44.818,-16.43,143.619,0.41982704,0.031533375,0.013333585,-0.141258898562997,0.631966347206877,-0.327613304314918,2005-01-01,5.71,2139.0,5.3,191.6,66.99064516129032,62.4,5.752,5.73,5.7225,-0.4000000000000003,9.579918032786882,2.8448738593666034,-0.0343
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-02-28,2005-02-28,2005m2,0.0503,14.28,234.99167,422.917,44.818,-16.43,143.619,0.41982704,0.031533375,0.013333585,-0.141258898562997,0.611166353831531,-0.351204962277029,2005-02-01,5.6275,2114.0,5.4,192.4,63.73035714285714,62.4,5.71,5.752,5.73,-0.1999999999999993,7.527975584944047,3.0530262453133394,0.0503
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-03-31,2005-03-31,2005m3,-0.0028,14.24,275.55823,422.917,44.818,-16.43,143.619,0.41982704,0.031533375,0.013333585,-0.141258898562997,0.521192899490029,-0.346232894453352,2005-03-01,5.928,2062.0,5.2,193.1,55.76258064516129,62.4,5.6275,5.71,5.752,-0.5999999999999996,-0.1936108422071591,3.2068412613575736,-0.0028
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-04-29,2005-04-29,2005m4,-0.0309,13.8,303.255,537.16,51.144,5.702,177.004,0.46286023,0.017964853,0.035993,-0.141258898562997,0.583680393737067,-0.454693216011881,2005-04-01,5.855,2150.0,5.2,193.7,66.458,62.7,5.928,5.6275,5.71,-0.3999999999999994,3.864734299516903,3.3617929562433257,-0.0309
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-05-31,2005-05-31,2005m5,-0.0033,13.53,302.2737,537.16,51.144,5.702,177.004,0.46286023,0.017964853,0.035993,-0.141258898562997,0.585575214760398,-0.505282779298606,2005-05-01,5.72,2085.0,5.1,193.6,73.0741935483871,62.8,5.855,5.928,5.6275,-0.5,-3.023255813953485,2.869287991498415,-0.0033
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-06-30,2005-06-30,2005m6,0.0902,14.75,329.52975,537.16,51.144,5.702,177.004,0.46286023,0.017964853,0.035993,0.032213961266412,0.537141177094736,-0.5279255091487,2005-06-01,5.582,2178.0,5.0,193.7,59.68933333333334,62.7,5.72,5.855,5.928,-0.5999999999999996,7.821782178217829,2.541026998411855,0.0902
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-07-29,2005-07-29,2005m7,0.0454,15.42,344.49823,551.168,56.396,7.007,175.358,0.48510253,0.023032906,0.035029247,0.032213961266412,0.509024407498574,-0.519232466523079,2005-07-01,5.695,2203.0,5.0,194.9,50.88483870967743,62.8,5.582,5.72,5.855,-0.5,4.3087121212121104,3.067160232681121,0.0454
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-08-31,2005-08-31,2005m8,-0.0334,14.68,328.06863,551.168,56.396,7.007,175.358,0.48510253,0.023032906,0.035029247,0.032213961266412,0.53451617030455,-0.502751363325596,2005-08-01,5.82,2219.0,4.9,196.1,56.08838709677419,62.9,5.695,5.582,5.72,-0.5,7.928015564202329,3.646934460887952,-0.0334
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-09-30,2005-09-30,2005m9,-0.0143,14.47,323.37558,551.168,56.396,7.007,175.358,0.48510253,0.023032906,0.035029247,0.032213961266412,0.542273511187118,-0.508405717722874,2005-09-01,5.774,2263.0,5.0,198.8,85.24833333333332,62.8,5.82,5.695,5.582,-0.4000000000000003,10.877021068103865,4.741833508956805,-0.0143
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-10-31,2005-10-31,2005m10,-0.0311,14.02,313.31897,655.057,60.803,8.524,211.392,0.44044563,0.02072186,0.030317971,0.032213961266412,0.674686244183169,-0.555176519582235,2005-10-01,6.065,2170.0,5.0,199.1,62.99677419354839,62.8,5.774,5.82,5.695,-0.5,3.481163567000478,4.350104821802936,-0.0311
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-11-30,2005-11-30,2005m11,-0.0032,13.75,391.99875,655.057,60.803,8.524,211.392,0.44044563,0.02072186,0.030317971,0.032213961266412,0.539267021364266,-0.642764126080252,2005-11-01,6.33,2218.0,5.0,198.1,48.773,62.7,6.065,5.774,5.82,-0.4000000000000003,6.685906685906695,3.338549817423053,-0.0032
10952,UNII,UNI INVEST U S LTD,2,9,17,2005-12-30,2005-12-30,2005m12,0.0233,14.07,401.1216,655.057,60.803,8.524,211.392,0.44044563,0.02072186,0.030317971,0.032213961266412,0.527002248485146,-0.684004694711045,2005-12-01,6.272,2120.0,4.9,198.1,60.02741935483871,62.8,6.33,6.065,5.774,-0.5,1.8251681075888595,3.338549817423053,0.0233
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-01-31,2006-01-31,2006m1,0.0512,14.79,421.6481,821.868,68.909,10.921,292.492,0.450677,0.020750292,0.030152043,0.032213961266412,0.693687481801515,-0.813016186631121,2006-01-01,6.145,2212.0,4.7,199.3,63.64354838709678,62.9,6.272,6.33,6.065,-0.5999999999999996,3.412809724170174,4.018789144050117,0.0512
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-02-28,2006-02-28,2006m2,0.0436,15.21,433.6219,821.868,68.909,10.921,292.492,0.450677,0.020750292,0.030152043,0.032213961266412,0.67453235229224,-0.822141334077448,2006-02-01,6.2525,2141.0,4.8,199.4,59.09428571428571,63.0,6.145,6.272,6.33,-0.6000000000000005,1.2771996215704906,3.63825363825363,0.0436
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-03-31,2006-03-31,2006m3,0.0414,15.84,474.77234,821.868,68.909,10.921,292.492,0.450677,0.020750292,0.030152043,0.032213961266412,0.616067948137837,-0.821697123512401,2006-03-01,6.324,2118.0,4.7,199.7,51.51064516129032,63.1,6.2525,6.145,6.272,-0.5,2.715809893307464,3.4179181771103018,0.0414
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-04-28,2006-04-28,2006m4,-0.0688,14.75,441.615,996.256,79.032,13.213,302.385,0.5297745,0.019087464,0.030047499,0.032213961266412,0.684725405082764,-0.710069888740243,2006-04-01,6.5075,1998.0,4.7,200.7,69.78299999999999,63.0,6.324,6.2525,6.145,-0.5,-7.069767441860464,3.613835828600931,-0.0688
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-05-31,2006-05-31,2006m5,0.001,14.54,443.35367,996.256,79.032,13.213,302.385,0.5297745,0.019087464,0.030047499,0.032213961266412,0.682040137008277,-0.772133729206005,2006-05-01,6.5975,1905.0,4.6,201.3,67.5151612903226,63.1,6.5075,6.324,6.2525,-0.5,-8.633093525179858,3.977272727272729,0.001
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-06-30,2006-06-30,2006m6,0.0124,14.72,448.84225,996.256,79.032,13.213,302.385,0.5297745,0.019087464,0.030047499,0.0436959505266464,0.673699968676355,-0.76345041282534,2006-06-01,6.682,1867.0,4.6,201.8,67.88633333333334,63.1,6.5975,6.5075,6.324,-0.4000000000000003,-14.279155188246095,4.1817243159525175,0.0124
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-07-31,2006-07-31,2006m7,0.0299,15.16,462.25873,1058.96,92.214,13.324,306.057,0.53807414,0.021641044,0.0317283,0.0436959505266464,0.662090284917601,-0.771093647395054,2006-07-01,6.7625,1763.0,4.7,202.9,74.71290322580644,63.0,6.682,6.5975,6.5075,-0.2999999999999998,-19.972764412165237,4.104669061056954,0.0299
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-08-31,2006-08-31,2006m8,0.0294,15.38,529.4257,1058.96,92.214,13.324,306.057,0.53807414,0.021641044,0.0317283,0.0436959505266464,0.57809240830454,-0.761611204127392,2006-08-01,6.523999999999999,1722.0,4.7,203.8,71.14838709677419,63.1,6.7625,6.682,6.5975,-0.2000000000000001,-22.397476340694013,3.926568077511483,0.0294
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-09-29,2006-09-29,2006m9,0.0514,16.17,556.61993,1058.96,92.214,13.324,306.057,0.53807414,0.021641044,0.0317283,0.0436959505266464,0.549849163166092,-0.106303641403078,2006-09-01,6.4025,1655.0,4.5,202.8,39.139,63.1,6.523999999999999,6.7625,6.682,-0.5,-26.86699072028281,2.012072434607637,0.0514
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-10-31,2006-10-31,2006m10,0.0334,16.71,575.2083,1071.628,105.206,13.85,354.345,0.50126535,0.021876995,0.032964796,0.0436959505266464,0.616028999443055,0.093371456345949,2006-10-01,6.3575,1570.0,4.4,201.9,42.93870967741936,63.3,6.4025,6.523999999999999,6.7625,-0.5999999999999996,-27.64976958525346,1.4063284781516971,0.0334
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-11-30,2006-11-30,2006m11,0.105,18.24,648.3226,1071.628,105.206,13.85,354.345,0.50126535,0.021876995,0.032964796,0.0436959505266464,0.546556639729321,0.132276250470381,2006-11-01,6.24,1535.0,4.5,202.0,50.216,63.3,6.3575,6.4025,6.523999999999999,-0.5,-30.793507664562668,1.9687026754164672,0.105
10952,UNII,UNI INVEST U S LTD,2,9,17,2006-12-29,2006-12-29,2006m12,-0.1277,15.91,684.83,1071.628,105.206,13.85,354.345,0.50126535,0.021876995,0.032964796,0.0436959505266464,0.517420336261454,0.0856291234255159,2006-12-01,6.135,1638.0,4.4,203.1,38.20903225806452,63.4,6.24,6.3575,6.4025,-0.5,-22.735849056603776,2.5239777889954462,-0.1277
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-01-31,2007-01-31,2007m1,0.0528,16.75,720.987,1205.764,116.382,13.834,360.748,0.5446074,0.022564946,0.030102905,0.0436959505266464,0.500352968694087,0.0862537871621674,2007-01-01,6.2175,1626.0,4.6,203.437,56.95483870967742,63.3,6.135,6.24,6.3575,-0.1000000000000005,-26.49186256781193,2.075765178123423,0.0528
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-02-28,2007-02-28,2007m2,-0.029,16.04,690.4258,1205.764,116.382,13.834,360.748,0.5446074,0.022564946,0.030102905,0.0436959505266464,0.522500722465158,0.103486843036329,2007-02-01,6.285,1598.0,4.5,204.226,58.37785714285714,63.3,6.2175,6.135,6.24,-0.2999999999999998,-25.361980382998595,2.420260782347028,-0.029
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-03-30,2007-03-30,2007m3,0.01,16.2,714.8574,1205.764,116.382,13.834,360.748,0.5446074,0.022564946,0.030102905,0.0436959505266464,0.504643257404514,0.11607522570343,2007-03-01,6.156000000000001,1596.0,4.4,205.288,54.72451612903226,63.3,6.285,6.2175,6.135,-0.2999999999999998,-24.64589235127479,2.798197295943927,0.01
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-04-30,2007-04-30,2007m4,-0.0142,15.97,696.292,1251.719,127.203,15.335,489.2,0.4538343,0.02348131,0.030299932,0.0436959505266464,0.702578820677289,0.124099534079715,2007-04-01,6.18,1470.0,4.5,205.904,44.371,63.0,6.156000000000001,6.285,6.2175,-0.2000000000000001,-26.42642642642643,2.5929247633283525,-0.0142
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-05-31,2007-05-31,2007m5,0.0128,15.95,704.7986,1251.719,127.203,15.335,489.2,0.4538343,0.02348131,0.030299932,0.0436959505266464,0.694099049339407,0.313224792135001,2007-05-01,6.2620000000000005,1493.0,4.4,206.755,55.788387096774194,63.0,6.18,6.156000000000001,6.285,-0.1999999999999993,-21.62729658792652,2.709885742672613,0.0128
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-06-29,2007-06-29,2007m6,-0.1003,14.35,634.09784,1251.719,127.203,15.335,489.2,0.4538343,0.02348131,0.030299932,0.031347097301717,0.77148982785212,0.0804366808580299,2007-06-01,6.657500000000001,1407.0,4.6,207.234,50.80166666666666,63.0,6.2620000000000005,6.18,6.156000000000001,0.0,-24.63845741831816,2.692765113974227,-0.1003
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-07-31,2007-07-31,2007m7,-0.124,12.57,555.98364,1277.767,132.644,17.465,487.271,0.4618612,0.02053113,0.033308107,0.031347097301717,0.87641239671038,0.249526984692474,2007-07-01,6.695,1361.0,4.7,207.603,38.93387096774194,62.9,6.657500000000001,6.2620000000000005,6.18,0.0,-22.80204197390812,2.317890586495808,-0.124
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-08-31,2007-08-31,2007m8,0.0712,13.24,585.6184,1277.767,132.644,17.465,487.271,0.4618612,0.02053113,0.033308107,0.031347097301717,0.832062252298451,0.199569267477585,2007-08-01,6.572,1321.0,4.6,207.667,81.75161290322582,62.7,6.695,6.657500000000001,6.2620000000000005,-0.1000000000000005,-23.286875725900117,1.897448478900876,0.0712
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-09-28,2007-09-28,2007m9,0.0287,13.62,602.4262,1277.767,132.644,17.465,487.271,0.4618612,0.02053113,0.033308107,0.031347097301717,0.808847633460074,0.214309713889374,2007-09-01,6.3825,1261.0,4.7,208.547,79.89133333333332,62.9,6.572,6.695,6.657500000000001,0.2000000000000001,-23.806646525679756,2.8338264299802685,0.0287
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-10-31,2007-10-31,2007m10,-0.0565,12.85,568.36835,1379.735,139.908,18.424,481.142,0.50788885,0.022124538,0.03557205,0.031347097301717,0.846531966686245,0.28389205475244,2007-10-01,6.375,1192.0,4.7,209.19,72.21290322580644,62.7,6.3825,6.572,6.695,0.2999999999999998,-24.076433121019104,3.610698365527476,-0.0565
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-11-30,2007-11-30,2007m11,-0.072,11.7,517.5027,1379.735,139.908,18.424,481.142,0.50788885,0.022124538,0.03557205,0.031347097301717,0.92973816351633,0.274572168139436,2007-11-01,6.208,1224.0,4.7,210.834,64.19,62.9,6.375,6.3825,6.572,0.2000000000000001,-20.260586319218245,4.373267326732666,-0.072
10952,UNII,UNI INVEST U S LTD,2,9,17,2007-12-31,2007-12-31,2007m12,-0.1256,10.23,452.48312,1379.735,139.908,18.424,481.142,0.50788885,0.022124538,0.03557205,0.031347097301717,1.06333688862101,0.395495713658971,2007-12-01,6.095,1149.0,5.0,211.445,91.99612903225808,62.7,6.208,6.375,6.3825,0.5999999999999996,-29.853479853479858,4.108813392417532,-0.1256
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-01-31,2008-01-31,2008m1,0.086,11.11,491.4064,1502.637,146.239,20.729,475.472,0.548326,0.022596275,0.03448138,0.031347097301717,0.967573842881011,0.35477776719918,2008-01-01,5.758,1094.0,5.0,212.174,182.06129032258065,62.9,6.095,6.208,6.375,0.4000000000000003,-32.71832718327183,4.294695655165981,0.086
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-02-29,2008-02-29,2008m2,0.0662,11.62,513.96423,1502.637,146.239,20.729,475.472,0.548326,0.022596275,0.03448138,0.031347097301717,0.92510717180548,0.340373149316527,2008-02-01,5.9175,1014.0,4.9,212.687,118.06724137931032,62.8,5.758,6.095,6.208,0.4000000000000003,-36.54568210262829,4.142959270611968,0.0662
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-03-31,2008-03-31,2008m3,0.0052,11.68,519.3279,1502.637,146.239,20.729,475.472,0.548326,0.022596275,0.03448138,0.031347097301717,0.915552652413514,0.330982781182985,2008-03-01,5.97,967.0,5.1,213.448,121.86903225806452,62.7,5.9175,5.758,6.095,0.6999999999999993,-39.41102756892231,3.9749035501344334,0.0052
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-04-30,2008-04-30,2008m4,0.0702,12.5,555.7625,1594.984,154.344,21.082,469.404,0.5338699,0.023916228,0.032291234,0.031347097301717,0.844612566877431,0.332795394853466,2008-04-01,5.9175,1008.0,5.0,213.942,100.466,62.7,5.97,5.9175,5.758,0.5,-31.428571428571427,3.903760975988813,0.0702
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-05-30,2008-05-30,2008m5,-0.006,12.2,542.4242,1594.984,154.344,21.082,469.404,0.5338699,0.023916228,0.032291234,0.031347097301717,0.865381748300482,0.365651094459737,2008-05-01,6.036,995.0,5.4,215.208,84.7341935483871,62.5,5.9175,5.97,5.9175,1.0,-33.3556597454789,4.088413823123993,-0.006
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-06-30,2008-06-30,2008m6,-0.0393,11.72,521.08295,1594.984,154.344,21.082,469.404,0.5338699,0.023916228,0.032291234,0.0468019019863486,0.900823953191172,0.382511193707107,2008-06-01,6.32,1180.0,5.6,217.463,98.481,62.4,6.036,5.9175,5.97,1.0,-16.13361762615494,4.935966105947864,-0.0393
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-07-31,2008-07-31,2008m7,0.0887,12.76,567.6669,1629.418,163.089,21.394,462.867,0.55460966,0.020624543,0.032901317,0.0468019019863486,0.815384911079286,0.288073402669167,2008-07-01,6.425999999999999,921.0,5.8,219.016,101.74806451612903,62.2,6.32,6.036,5.9175,1.0999999999999996,-32.329169728141075,5.497512078341837,0.0887
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-08-29,2008-08-29,2008m8,0.0443,13.1,582.79285,1629.418,163.089,21.394,462.867,0.55460966,0.020624543,0.032901317,0.0468019019863486,0.794222225234686,0.0926712199487826,2008-08-01,6.4775,858.0,6.1,218.69,91.43612903225808,62.0,6.425999999999999,6.32,6.036,1.5,-35.049205147615446,5.308017162091239,0.0443
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-09-30,2008-09-30,2008m9,0.0092,13.22,588.13135,1629.418,163.089,21.394,462.867,0.55460966,0.020624543,0.032901317,0.0468019019863486,0.787012943144771,0.0873624337362829,2008-09-01,6.0375,797.0,6.1,218.877,183.9743333333333,61.9,6.4775,6.425999999999999,6.32,1.3999999999999997,-36.79619349722443,4.953319875136075,0.0092
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-10-31,2008-10-31,2008m10,-0.2769,9.56,425.31485,1654.619,168.682,19.626,455.985,0.564872,0.016143294,0.033214897,0.0468019019863486,1.07211161801346,0.798202129161769,2008-10-01,6.2,736.0,6.5,216.995,243.4674193548387,61.7,6.0375,6.4775,6.425999999999999,1.7999999999999998,-38.25503355704698,3.7310578899565128,-0.24771200000000002
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-11-28,2008-11-28,2008m11,-0.4848,4.7,209.0983,1654.619,168.682,19.626,455.985,0.564872,0.016143294,0.033214897,0.0468019019863486,2.18072070462455,1.13578679930453,2008-11-01,6.0875,626.0,6.8,213.153,220.64866666666663,61.4,6.2,6.0375,6.4775,2.1,-48.856209150326805,1.0999174706166848,-0.24771200000000002
10952,UNII,UNI INVEST U S LTD,2,9,17,2008-12-31,2008-12-31,2008m12,0.5064,7.08,314.98212,1654.619,168.682,19.626,455.985,0.564872,0.016143294,0.033214897,0.0468019019863486,1.44765353066166,1.27825949426606,2008-12-01,5.286,554.0,7.3,211.398,165.27870967741936,61.0,6.0875,6.2,6.0375,2.3,-51.784160139251526,-0.022228002553859,0.2785239999999998
10952,UNII,UNI INVEST U S LTD,2,9,17,2009-01-30,2009-01-30,2009m1,-0.1342,6.13,272.7176,1668.403,171.771,18.562,448.988,0.57393265,0.014364036,0.032305144,0.0468019019863486,1.64634797435092,1.30637556669492,2009-01-01,5.047499999999999,545.0,7.8,211.933,215.2174193548387,60.6,5.286,6.0875,6.2,2.8,-50.18281535648994,-0.1135860190221271,-0.1342
10952,UNII,UNI INVEST U S LTD,2,9,17,2009-02-27,2009-02-27,2009m2,-0.2084,4.74,210.87785,1668.403,171.771,18.562,448.988,0.57393265,0.014364036,0.032305144,0.0468019019863486,2.12913788618601,1.35219898908779,2009-02-01,5.13,558.0,8.3,212.705,238.86,60.3,5.047499999999999,5.286,6.0875,3.4000000000000004,-44.97041420118343,0.0084631406715107,-0.2084
10952,UNII,UNI INVEST U S LTD,2,9,17,2009-03-31,2009-03-31,2009m3,-0.6329,1.74,78.0477,1668.403,171.771,18.562,448.988,0.57393265,0.014364036,0.032305144,0.0468019019863486,5.75273824543591,0.809710127197425,2009-03-01,5.0025,513.0,8.7,212.495,189.9348387096774,59.9,5.13,5.047499999999999,5.286,3.6,-46.94932781799379,-0.4464787676623838,-0.24771200000000002
10952,UNII,UNI INVEST U S LTD,2,9,17,2009-04-30,2009-04-30,2009m4,1.0632,3.59,161.77258,1727.128,175.72,18.375,435.277,0.5867967,0.012873974,0.034374986,0.0468019019863486,2.69067238198783,1.67324190468333,2009-04-01,4.8100000000000005,521.0,9.0,212.709,139.217,59.8,5.0025,5.13,5.047499999999999,4.0,-48.313492063492056,-0.5763244243767063,0.2785239999999998
10952,UNII,UNI INVEST U S LTD,2,9,17,2009-05-29,2009-05-29,2009m5,0.4373,5.16,232.51991,1727.128,175.72,18.375,435.277,0.5867967,0.012873974,0.034374986,0.0468019019863486,1.87199889751478,1.79950531386291,2009-05-01,4.8575,556.0,9.4,213.022,122.90709677419356,59.6,4.8100000000000005,5.0025,5.13,4.0,-44.120603015075375,-1.015761495855172,0.2785239999999998
